time,ball1_x,ball1_y,ball2_x,ball2_y,ball3_x,ball3_y,ball4_x,ball4_y,ball5_x,ball5_y
1.0,178.55,107.4,219.87,89.74,119.74,109.26,439.96,151.03,157.13,383.32
1.5,178.54,107.09,220.19,89.41,119.93,109.25,440.23,151.37,156.67,382.86
2.0,178.53,106.77,220.51,89.09,120.12,109.23,440.51,151.7,156.21,382.4
2.5,178.53,106.45,220.83,88.76,120.32,109.21,440.79,152.04,155.76,381.93
3.0,178.52,106.13,221.15,88.43,120.51,109.2,441.07,152.37,155.3,381.47
3.5,178.51,105.82,221.47,88.11,120.7,109.18,441.34,152.71,154.84,381.01
4.0,178.5,105.5,221.79,87.78,120.9,109.16,441.62,153.04,154.38,380.55
4.5,178.49,105.18,222.11,87.45,121.09,109.15,441.9,153.38,153.92,380.09
5.0,178.48,104.87,222.43,87.12,121.29,109.13,442.17,153.71,153.47,379.62
5.5,178.47,104.55,222.75,86.8,121.48,109.11,442.45,154.05,153.01,379.16
6.0,178.47,104.23,223.07,86.47,121.67,109.09,442.73,154.38,152.55,378.7
6.5,178.46,103.92,223.39,86.14,121.87,109.08,443.0,154.72,152.09,378.24
7.0,178.45,103.6,223.71,85.82,122.06,109.06,443.28,155.05,151.63,377.77
7.5,178.44,103.28,224.03,85.49,122.26,109.04,443.56,155.39,151.18,377.31
8.0,178.43,102.97,224.34,85.16,122.45,109.03,443.84,155.72,150.72,376.85
8.5,178.42,102.65,224.66,84.84,122.64,109.01,444.11,156.06,150.26,376.39
9.0,178.41,102.33,224.98,84.51,122.84,108.99,444.39,156.39,149.8,375.92
9.5,178.41,102.01,225.3,84.18,123.03,108.97,444.67,156.73,149.34,375.46
10.0,178.4,101.7,225.62,83.85,123.23,108.96,444.94,157.06,148.89,375.0
10.5,178.39,101.38,225.94,83.53,123.42,108.94,445.22,157.4,148.43,374.54
11.0,178.38,101.06,226.26,83.2,123.61,108.92,445.5,157.73,147.97,374.08
11.5,178.37,100.75,226.58,82.87,123.81,108.91,445.77,158.07,147.51,373.61
12.0,178.36,100.43,226.9,82.55,124.0,108.89,446.05,158.4,147.06,373.15
12.5,178.36,100.11,227.22,82.22,124.2,108.87,446.33,158.74,146.6,372.69
13.0,178.35,99.8,227.54,81.89,124.39,108.85,446.61,159.07,146.14,372.23
13.5,178.34,99.48,227.86,81.57,124.58,108.84,446.88,159.41,145.68,371.76
14.0,178.33,99.16,228.18,81.24,124.78,108.82,447.16,159.74,145.22,371.3
14.5,178.32,98.85,228.5,80.91,124.97,108.8,447.44,160.08,144.77,370.84
15.0,178.31,98.53,228.82,80.58,125.16,108.79,447.71,160.41,144.31,370.38
15.5,178.3,98.21,229.13,80.26,125.36,108.77,447.99,160.75,143.85,369.91
16.0,178.3,97.9,229.45,79.93,125.55,108.75,448.27,161.08,143.39,369.45
16.5,178.29,97.58,229.77,79.6,125.75,108.73,448.54,161.42,142.93,368.99
17.0,178.28,97.26,230.09,79.28,125.94,108.72,448.82,161.75,142.48,368.53
17.5,178.27,96.94,230.41,78.95,126.13,108.7,449.1,162.09,142.02,368.07
18.0,178.26,96.63,230.73,78.62,126.33,108.68,449.38,162.42,141.56,367.6
18.5,178.25,96.31,231.05,78.3,126.52,108.67,449.65,162.76,141.1,367.14
19.0,178.24,95.99,231.37,77.97,126.72,108.65,449.93,163.09,140.64,366.68
19.5,178.24,95.68,231.69,77.64,126.91,108.63,450.21,163.43,140.19,366.22
20.0,178.23,95.36,232.01,77.31,127.1,108.62,450.48,163.76,139.73,365.75
20.5,178.22,95.04,232.33,76.99,127.3,108.6,450.76,164.1,139.27,365.29
21.0,178.21,94.73,232.65,76.66,127.49,108.58,451.04,164.43,138.81,364.83
21.5,178.2,94.41,232.97,76.33,127.69,108.56,451.31,164.77,138.35,364.37
22.0,178.19,94.09,233.29,76.01,127.88,108.55,451.59,165.1,137.9,363.9
22.5,178.19,93.78,233.6,75.68,128.07,108.53,451.87,165.44,137.44,363.44
23.0,178.18,93.46,233.92,75.35,128.27,108.51,452.15,165.77,136.98,362.98
23.5,178.17,93.14,234.24,75.03,128.46,108.5,452.42,166.11,136.52,362.52
24.0,178.16,92.82,234.56,74.7,128.65,108.48,452.7,166.44,136.07,362.06
24.5,178.15,92.51,234.88,74.37,128.85,108.46,452.98,166.78,135.61,361.59
25.0,178.14,92.19,235.2,74.04,129.04,108.44,453.25,167.11,135.15,361.13
25.5,178.13,91.87,235.52,73.72,129.24,108.43,453.53,167.45,134.69,360.67
26.0,178.13,91.56,235.84,73.39,129.43,108.41,453.81,167.78,134.23,360.21
26.5,178.12,91.24,236.16,73.06,129.62,108.39,454.08,168.12,133.78,359.74
27.0,178.11,90.92,236.48,72.74,129.82,108.38,454.36,168.45,133.32,359.28
27.5,178.1,90.61,236.8,72.41,130.01,108.36,454.64,168.79,132.86,358.82
28.0,178.09,90.29,237.12,72.08,130.21,108.34,454.92,169.12,132.4,358.36
28.5,178.08,89.97,237.44,71.76,130.4,108.32,455.19,169.46,131.94,357.89
29.0,178.07,89.66,237.76,71.43,130.59,108.31,455.47,169.79,131.49,357.43
29.5,178.07,89.34,238.07,71.1,130.79,108.29,455.75,170.13,131.03,356.97
30.0,178.06,89.02,238.39,70.77,130.98,108.27,456.02,170.46,130.57,356.51
30.5,178.05,88.7,238.71,70.45,131.18,108.26,456.3,170.8,130.11,356.05
31.0,178.04,88.39,239.03,70.12,131.37,108.24,456.58,171.13,129.65,355.58
31.5,178.03,88.07,239.35,69.79,131.56,108.22,456.85,171.47,129.2,355.12
32.0,178.02,87.75,239.67,69.47,131.76,108.2,457.13,171.8,128.74,354.66
32.5,178.02,87.44,239.99,69.14,131.95,108.19,457.41,172.14,128.28,354.2
33.0,178.01,87.12,240.31,68.81,132.14,108.17,457.69,172.47,127.82,353.73
33.5,178.0,86.8,240.63,68.49,132.34,108.15,457.96,172.81,127.37,353.27
34.0,177.99,86.49,240.95,68.16,132.53,108.14,458.24,173.14,126.91,352.81
34.5,177.98,86.17,241.27,67.83,132.73,108.12,458.52,173.48,126.45,352.35
35.0,177.97,85.85,241.59,67.5,132.92,108.1,458.79,173.81,125.99,351.89
35.5,177.96,85.54,241.91,67.18,133.11,108.09,459.07,174.15,125.53,351.42
36.0,177.96,85.22,242.23,66.85,133.31,108.07,459.35,174.48,125.08,350.96
36.5,177.95,84.9,242.54,66.52,133.5,108.05,459.62,174.82,124.62,350.5
37.0,177.94,84.59,242.86,66.2,133.7,108.03,459.9,175.15,124.16,350.04
37.5,177.93,84.27,243.18,65.87,133.89,108.02,460.18,175.49,123.7,349.57
38.0,177.92,83.95,243.5,65.54,134.08,108.0,460.46,175.82,123.24,349.11
38.5,177.91,83.63,243.82,65.22,134.28,107.98,460.73,176.16,122.79,348.65
39.0,177.9,83.32,244.14,64.89,134.47,107.97,461.01,176.49,122.33,348.19
39.5,177.9,83.0,244.46,64.56,134.67,107.95,461.29,176.83,121.87,347.72
40.0,177.89,82.68,244.78,64.23,134.86,107.93,461.56,177.16,121.41,347.26
40.5,177.88,82.37,245.1,63.91,135.05,107.91,461.84,177.5,120.95,346.8
41.0,177.87,82.05,245.42,63.58,135.25,107.9,462.12,177.83,120.5,346.34
41.5,177.86,81.73,245.74,63.25,135.44,107.88,462.39,178.17,120.04,345.88
42.0,177.85,81.42,246.06,62.93,135.64,107.86,462.67,178.5,119.58,345.41
42.5,177.85,81.1,246.38,62.6,135.83,107.85,462.95,178.84,119.12,344.95
43.0,177.84,80.78,246.7,62.27,136.02,107.83,463.23,179.17,118.67,344.49
43.5,177.83,80.47,247.02,61.95,136.22,107.81,463.5,179.51,118.21,344.03
44.0,177.82,80.15,247.33,61.62,136.41,107.79,463.78,179.84,117.75,343.56
44.5,177.81,79.83,247.65,61.29,136.6,107.78,464.06,180.18,117.29,343.1
45.0,177.8,79.51,247.97,60.96,136.8,107.76,464.33,180.51,116.83,342.64
45.5,177.79,79.2,248.29,60.64,136.99,107.74,464.61,180.85,116.38,342.18
46.0,177.79,78.88,248.61,60.31,137.19,107.73,464.89,181.18,115.92,341.71
46.5,177.78,78.56,248.93,59.98,137.38,107.71,465.16,181.52,115.46,341.25
47.0,177.77,78.25,249.25,59.66,137.57,107.69,465.44,181.85,115.0,340.79
47.5,177.76,77.93,249.57,59.33,137.77,107.67,465.72,182.19,114.54,340.33
48.0,177.75,77.61,249.89,59.0,137.96,107.66,466.0,182.52,114.09,339.87
48.5,177.74,77.3,250.21,58.68,138.16,107.64,466.27,182.86,113.63,339.4
49.0,177.73,76.98,250.53,58.35,138.35,107.62,466.55,183.19,113.17,338.94
49.5,177.73,76.66,250.85,58.02,138.54,107.61,466.83,183.53,112.71,338.48
50.0,177.72,76.35,251.17,57.69,138.74,107.59,467.1,183.86,112.25,338.02
50.5,177.71,76.03,251.49,57.37,138.93,107.57,467.38,184.2,111.8,337.55
51.0,177.7,75.71,251.8,57.04,139.13,107.55,467.66,184.53,111.34,337.09
51.5,177.69,75.4,252.12,56.71,139.32,107.54,467.93,184.87,110.88,336.63
52.0,177.68,75.08,252.44,56.39,139.51,107.52,468.21,185.2,110.42,336.17
52.5,177.68,74.76,252.76,56.06,139.71,107.5,468.49,185.54,109.97,335.7
53.0,177.67,74.44,253.08,55.73,139.9,107.49,468.77,185.87,109.51,335.24
53.5,177.66,74.13,253.4,55.41,140.09,107.47,469.04,186.21,109.05,334.78
54.0,177.65,73.81,253.72,55.08,140.29,107.45,469.32,186.54,108.59,334.32
54.5,177.64,73.49,254.04,54.75,140.48,107.44,469.6,186.88,108.13,333.86
55.0,177.63,73.18,254.36,54.42,140.68,107.42,469.87,187.21,107.68,333.39
55.5,177.62,72.86,254.68,54.1,140.87,107.4,470.15,187.55,107.22,332.93
56.0,177.62,72.54,255.0,53.77,141.06,107.38,470.43,187.88,106.76,332.47
56.5,177.61,72.23,255.32,53.44,141.26,107.37,470.7,188.22,106.3,332.01
57.0,177.6,71.91,255.64,53.12,141.45,107.35,470.98,188.55,105.84,331.54
57.5,177.59,71.59,255.96,52.79,141.65,107.33,471.26,188.89,105.39,331.08
58.0,177.58,71.28,256.27,52.46,141.84,107.32,471.54,189.22,104.93,330.62
58.5,177.57,70.96,256.59,52.14,142.03,107.3,471.81,189.56,104.47,330.16
59.0,177.56,70.64,256.91,51.81,142.23,107.28,472.09,189.89,104.01,329.69
59.5,177.56,70.32,257.23,51.48,142.42,107.26,472.37,190.23,103.55,329.23
60.0,177.55,70.01,257.55,51.15,142.62,107.25,472.64,190.56,103.1,328.77
60.5,177.54,69.69,257.87,50.83,142.81,107.23,472.92,190.9,102.64,328.31
61.0,177.53,69.37,258.19,50.5,143.0,107.21,473.2,191.23,102.18,327.85
61.5,177.52,69.06,258.51,50.17,143.2,107.2,473.47,191.57,101.72,327.38
62.0,177.51,68.74,258.83,49.85,143.39,107.18,473.75,191.9,101.27,326.92
62.5,177.51,68.42,259.15,49.52,143.59,107.16,474.03,192.24,100.81,326.46
63.0,177.5,68.11,259.47,49.19,143.78,107.14,474.31,192.57,100.35,326.0
63.5,177.49,67.79,259.79,48.87,143.97,107.13,474.58,192.91,99.89,325.53
64.0,177.48,67.47,260.11,48.54,144.17,107.11,474.86,193.24,99.43,325.07
64.5,177.47,67.16,260.43,48.21,144.36,107.09,475.14,193.58,98.98,324.61
65.0,177.46,66.84,260.75,47.88,144.55,107.08,475.41,193.91,98.52,324.15
65.5,177.45,66.52,261.06,47.56,144.75,107.06,475.69,194.25,98.06,323.68
66.0,177.45,66.21,261.38,47.23,144.94,107.04,475.97,194.58,97.6,323.22
66.5,177.44,65.89,261.7,46.9,145.14,107.02,476.24,194.92,97.14,322.76
67.0,177.43,65.57,262.02,46.58,145.33,107.01,476.52,195.25,96.69,322.3
67.5,177.42,65.25,262.34,46.25,145.52,106.99,476.8,195.59,96.23,321.84
68.0,177.41,64.94,262.66,45.92,145.72,106.97,477.08,195.92,95.77,321.37
68.5,177.4,64.62,262.98,45.6,145.91,106.96,477.35,196.26,95.31,320.91
69.0,177.39,64.3,263.3,45.27,146.11,106.94,477.63,196.59,94.85,320.45
69.5,177.39,63.99,263.62,44.94,146.3,106.92,477.91,196.93,94.4,319.99
70.0,177.38,63.67,263.94,44.61,146.49,106.91,478.18,197.26,93.94,319.52
70.5,177.37,63.35,264.26,44.29,146.69,106.89,478.46,197.6,93.48,319.06
71.0,177.36,63.04,264.58,43.96,146.88,106.87,478.74,197.93,93.02,318.6
71.5,177.35,62.72,264.9,43.63,147.08,106.85,479.01,198.27,92.56,318.14
72.0,177.34,62.4,265.22,43.31,147.27,106.84,479.29,198.6,92.11,317.67
72.5,177.34,62.09,265.53,42.98,147.46,106.82,479.57,198.94,91.65,317.21
73.0,177.33,61.77,265.85,42.65,147.66,106.8,479.85,199.27,91.19,316.75
73.5,177.32,61.45,266.17,42.33,147.85,106.79,480.12,199.61,90.73,316.29
74.0,177.31,61.13,266.49,42.0,148.04,106.77,479.85,199.94,90.28,315.83
74.5,177.3,60.82,266.81,41.67,148.24,106.75,479.57,200.28,89.82,315.36
75.0,177.29,60.5,267.13,41.34,148.43,106.73,479.29,200.61,89.36,314.9
75.5,177.28,60.18,267.45,41.02,148.63,106.72,479.01,200.95,88.9,314.44
76.0,177.28,59.87,267.77,40.69,148.82,106.7,478.74,201.28,88.44,313.98
76.5,177.27,59.55,268.09,40.36,149.01,106.68,478.46,201.62,87.99,313.51
77.0,177.26,59.23,268.41,40.04,149.21,106.67,478.18,201.95,87.53,313.05
77.5,177.25,58.92,268.73,39.71,149.4,106.65,477.91,202.29,87.07,312.59
78.0,177.24,58.6,269.05,39.38,149.6,106.63,477.63,202.62,86.61,312.13
78.5,177.23,58.28,269.37,39.06,149.79,106.61,477.35,202.96,86.15,311.66
79.0,177.22,57.97,269.69,38.73,149.98,106.6,477.08,203.29,85.7,311.2
79.5,177.22,57.65,270.0,38.4,150.18,106.58,476.8,203.63,85.24,310.74
80.0,177.21,57.33,270.32,38.07,150.37,106.56,476.52,203.96,84.78,310.28
80.5,177.2,57.01,270.64,37.75,150.57,106.55,476.24,204.3,84.32,309.82
81.0,177.19,56.7,270.96,37.42,150.76,106.53,475.97,204.63,83.86,309.35
81.5,177.18,56.38,271.28,37.09,150.95,106.51,475.69,204.97,83.41,308.89
82.0,177.17,56.06,271.6,36.77,151.15,106.49,475.41,205.3,82.95,308.43
82.5,177.17,55.75,271.92,36.44,151.34,106.48,475.14,205.64,82.49,307.97
83.0,177.16,55.43,272.24,36.11,151.53,106.46,474.86,205.97,82.03,307.5
83.5,177.15,55.11,272.56,35.79,151.73,106.44,474.58,206.31,81.58,307.04
84.0,177.14,54.8,272.88,35.46,151.92,106.43,474.31,206.64,81.12,306.58
84.5,177.13,54.48,273.2,35.13,152.12,106.41,474.03,206.98,80.66,306.12
85.0,177.12,54.16,273.52,34.8,152.31,106.39,473.75,207.31,80.2,305.66
85.5,177.11,53.85,273.84,34.48,152.5,106.38,473.47,207.65,79.74,305.19
86.0,177.11,53.53,274.16,34.15,152.7,106.36,473.2,207.98,79.29,304.73
86.5,177.1,53.21,274.47,33.82,152.89,106.34,472.92,208.32,78.83,304.27
87.0,177.09,52.9,274.79,33.5,153.09,106.32,472.64,208.65,78.37,303.81
87.5,177.08,52.58,275.11,33.17,153.28,106.31,472.37,208.99,77.91,303.34
88.0,177.07,52.26,275.43,32.84,153.47,106.29,472.09,209.32,77.45,302.88
88.5,177.06,51.94,275.75,32.52,153.67,106.27,471.81,209.66,77.0,302.42
89.0,177.05,51.63,276.07,32.19,153.86,106.26,471.54,209.99,76.54,301.96
89.5,177.05,51.31,276.39,31.86,154.06,106.24,471.26,210.33,76.08,301.49
90.0,177.04,50.99,276.71,31.53,154.25,106.22,470.98,210.66,75.62,301.03
90.5,177.03,50.68,277.03,31.21,154.44,106.2,470.7,211.0,75.16,300.57
91.0,177.02,50.36,277.35,30.88,154.64,106.19,470.43,211.33,74.71,300.11
91.5,177.01,50.04,277.67,30.55,154.83,106.17,470.15,211.67,74.25,299.65
92.0,177.0,49.73,277.99,30.23,155.03,106.15,469.87,212.0,73.79,299.18
92.5,177.0,49.41,278.31,29.9,155.22,106.14,469.6,212.34,73.33,298.72
93.0,176.99,49.09,278.63,29.57,155.41,106.12,469.32,212.67,72.88,298.26
93.5,176.98,48.78,278.95,29.25,155.61,106.1,469.04,213.01,72.42,297.8
94.0,176.97,48.46,279.26,28.92,155.8,106.08,468.77,213.34,71.96,297.33
94.5,176.96,48.14,279.58,28.59,155.99,106.07,468.49,213.68,71.5,296.87
95.0,176.95,47.82,279.9,28.26,156.19,106.05,468.21,214.01,71.04,296.41
95.5,176.94,47.51,280.22,27.94,156.38,106.03,467.93,214.35,70.59,295.95
96.0,176.94,47.19,280.54,27.61,156.58,106.02,467.66,214.68,70.13,295.48
96.5,176.93,46.87,280.86,27.28,156.77,106.0,467.38,215.02,69.67,295.02
97.0,176.92,46.56,281.18,26.96,156.96,105.98,467.1,215.35,69.21,294.56
97.5,176.91,46.24,281.5,26.63,157.16,105.96,466.83,215.69,68.75,294.1
98.0,176.9,45.92,281.82,26.3,157.35,105.95,466.55,216.02,68.3,293.64
98.5,176.89,45.61,282.14,25.98,157.55,105.93,466.27,216.36,67.84,293.17
99.0,176.88,45.29,282.46,25.65,157.74,105.91,466.0,216.69,67.38,292.71
99.5,176.88,44.97,282.78,25.32,157.93,105.9,465.72,217.03,66.92,292.25
100.0,176.87,44.66,283.1,24.99,158.13,105.88,465.44,217.36,66.46,291.79
100.5,176.86,44.34,283.42,24.67,158.32,105.86,465.16,217.7,66.01,291.32
101.0,176.85,44.02,283.73,24.34,158.52,105.84,464.89,218.03,65.55,290.86
101.5,176.84,43.71,284.05,24.01,158.71,105.83,464.61,218.37,65.09,290.4
102.0,176.83,43.39,284.37,23.69,158.9,105.81,464.33,218.7,64.63,289.94
102.5,176.83,43.07,284.69,23.36,159.1,105.79,464.06,219.04,64.18,289.47
103.0,176.82,42.75,285.01,23.03,159.29,105.78,463.78,219.37,63.72,289.01
103.5,176.81,42.44,285.33,22.71,159.48,105.76,463.5,219.71,63.26,288.55
104.0,176.8,42.12,285.65,22.38,159.68,105.74,463.23,220.04,62.8,288.09
104.5,176.79,41.8,285.97,22.05,159.87,105.73,462.95,220.38,62.34,287.63
105.0,176.78,41.49,286.29,21.72,160.07,105.71,462.67,220.71,61.89,287.16
105.5,176.77,41.17,286.61,21.4,160.26,105.69,462.39,221.05,61.43,286.7
106.0,176.77,40.85,286.93,21.07,160.45,105.67,462.12,221.38,60.97,286.24
106.5,176.76,40.54,287.25,20.74,160.65,105.66,461.84,221.72,60.51,285.78
107.0,176.75,40.22,287.57,20.42,160.84,105.64,461.56,222.05,60.05,285.31
107.5,176.74,39.9,287.89,20.09,161.04,105.62,461.29,222.39,59.6,284.85
108.0,176.73,39.59,288.2,19.76,161.23,105.61,461.01,222.72,59.14,284.39
108.5,176.72,39.27,288.52,20.09,161.42,105.59,460.73,223.06,58.68,283.93
109.0,176.71,38.95,288.84,20.42,161.62,105.57,460.46,223.39,58.22,283.46
109.5,176.71,38.63,289.16,20.74,161.81,105.55,460.18,223.73,57.76,283.0
110.0,176.7,38.32,289.48,21.07,162.01,105.54,459.9,224.06,57.31,282.54
110.5,176.69,38.0,289.8,21.4,162.2,105.52,459.62,224.4,56.85,282.08
111.0,176.68,37.68,290.12,21.72,162.39,105.5,459.35,224.73,56.39,281.62
111.5,176.67,37.37,290.44,22.05,162.59,105.49,459.07,225.07,55.93,281.15
112.0,176.66,37.05,290.76,22.38,162.78,105.47,458.79,225.4,55.48,280.69
112.5,176.66,36.73,291.08,22.71,162.98,105.45,458.52,225.74,55.02,280.23
113.0,176.65,36.42,291.4,23.03,163.17,105.43,458.24,226.07,54.56,279.77
113.5,176.64,36.1,291.72,23.36,163.36,105.42,457.96,226.41,54.1,279.3
114.0,176.63,35.78,292.04,23.69,163.56,105.4,457.69,226.74,53.64,278.84
114.5,176.62,35.47,292.36,24.01,163.75,105.38,457.41,227.08,53.19,278.38
115.0,176.61,35.15,292.68,24.34,163.94,105.37,457.13,227.41,52.73,277.92
115.5,176.6,34.83,292.99,24.67,164.14,105.35,456.85,227.75,52.27,277.45
116.0,176.6,34.52,293.31,24.99,164.33,105.33,456.58,228.08,51.81,276.99
116.5,176.59,34.2,293.63,25.32,164.53,105.31,456.3,228.42,51.35,276.53
117.0,176.58,33.88,293.95,25.65,164.72,105.3,456.02,228.75,50.9,276.07
117.5,176.57,33.56,294.27,25.98,164.91,105.28,455.75,229.09,50.44,275.61
118.0,176.56,33.25,294.59,26.3,165.11,105.26,455.47,229.42,49.98,275.14
118.5,176.55,32.93,294.91,26.63,165.3,105.25,455.19,229.76,49.52,274.68
119.0,176.54,32.61,295.23,26.96,165.5,105.23,454.92,230.09,49.06,274.22
119.5,176.54,32.3,295.55,27.28,165.69,105.21,454.64,230.43,48.61,273.76
120.0,176.53,31.98,295.87,27.61,165.88,105.2,454.36,230.76,48.15,273.29
120.5,176.52,31.66,296.19,27.94,166.08,105.18,454.08,231.1,47.69,272.83
121.0,176.51,31.35,296.51,28.26,166.27,105.16,453.81,231.43,47.23,272.37
121.5,176.5,31.03,296.83,28.59,166.47,105.14,453.53,231.77,46.77,271.91
122.0,176.49,30.71,297.15,28.92,166.66,105.13,453.25,232.1,46.32,271.44
122.5,176.49,30.4,297.46,29.25,166.85,105.11,452.98,232.44,45.86,270.98
123.0,176.48,30.08,297.78,29.57,167.05,105.09,452.7,232.77,45.4,270.52
123.5,176.47,29.76,298.1,29.9,167.24,105.08,452.42,233.11,44.94,270.06
124.0,176.46,29.44,298.42,30.23,167.43,105.06,452.15,233.44,44.49,269.6
124.5,176.45,29.13,298.74,30.55,167.63,105.04,451.87,233.78,44.03,269.13
125.0,176.44,28.81,299.06,30.88,167.82,105.02,451.59,234.11,43.57,268.67
125.5,176.43,28.49,299.38,31.21,168.02,105.01,451.31,234.45,43.11,268.21
126.0,176.43,28.18,299.7,31.53,168.21,104.99,451.04,234.78,42.65,267.75
126.5,176.42,27.86,300.02,31.86,168.4,104.97,450.76,235.12,42.2,267.28
127.0,176.41,27.54,300.34,32.19,168.6,104.96,450.48,235.45,41.74,266.82
127.5,176.4,27.23,300.66,32.52,168.79,104.94,450.21,235.79,41.28,266.36
128.0,176.39,26.91,300.98,32.84,168.99,104.92,449.93,236.12,40.82,265.9
128.5,176.38,26.59,301.3,33.17,169.18,104.9,449.65,236.46,40.36,265.43
129.0,176.37,26.28,301.62,33.5,169.37,104.89,449.38,236.79,39.91,264.97
129.5,176.37,25.96,301.93,33.82,169.57,104.87,449.1,237.13,39.45,264.51
130.0,176.36,25.64,302.25,34.15,169.76,104.85,448.82,237.46,38.99,264.05
130.5,176.35,25.32,302.57,34.48,169.96,104.84,448.54,237.8,38.53,263.59
131.0,176.34,25.01,302.89,34.8,170.15,104.82,448.27,238.13,38.07,263.12
131.5,176.33,24.69,303.21,35.13,170.34,104.8,447.99,238.47,37.62,262.66
132.0,176.32,24.37,303.53,35.46,170.54,104.78,447.71,238.8,37.16,262.2
132.5,176.32,24.06,303.85,35.79,170.73,104.77,447.44,239.14,36.7,261.74
133.0,176.31,23.74,304.17,36.11,170.92,104.75,447.16,239.47,36.24,261.27
133.5,176.3,23.42,304.49,36.44,171.12,104.73,446.88,239.81,35.79,260.81
134.0,176.29,23.11,304.81,36.77,171.31,104.72,446.61,240.14,35.33,260.35
134.5,176.28,22.79,305.13,37.09,171.51,104.7,446.33,240.48,34.87,259.89
135.0,176.27,22.47,305.45,37.42,171.7,104.68,446.05,240.81,34.41,259.43
135.5,176.26,22.16,305.77,37.75,171.89,104.67,445.77,241.15,33.95,258.96
136.0,176.26,21.84,306.09,38.07,172.09,104.65,445.5,241.48,33.5,258.5
136.5,176.25,21.52,306.4,38.4,172.28,104.63,445.22,241.82,33.04,258.04
137.0,176.24,21.21,306.72,38.73,172.48,104.61,444.94,242.15,32.58,257.58
137.5,176.23,20.89,307.04,39.06,172.67,104.6,444.67,242.49,32.12,257.11
138.0,176.22,20.57,307.36,39.38,172.86,104.58,444.39,242.82,31.66,256.65
138.5,176.21,20.25,307.68,39.71,173.06,104.56,444.11,243.16,31.21,256.19
139.0,176.2,19.94,308.0,40.04,173.25,104.55,443.84,243.49,30.75,255.73
139.5,176.2,20.25,308.32,40.36,173.45,104.53,443.56,243.83,30.29,255.26
140.0,176.19,20.57,308.64,40.69,173.64,104.51,443.28,244.16,29.83,254.8
140.5,176.18,20.89,308.96,41.02,173.83,104.49,443.0,244.5,29.37,254.34
141.0,176.17,21.21,309.28,41.34,174.03,104.48,442.73,244.83,28.92,253.88
141.5,176.16,21.52,309.6,41.67,174.22,104.46,442.45,245.17,28.46,253.42
142.0,176.15,21.84,309.92,42.0,174.42,104.44,442.17,245.5,28.0,252.95
142.5,176.15,22.16,310.24,42.33,174.61,104.43,441.9,245.84,27.54,252.49
143.0,176.14,22.47,310.56,42.65,174.8,104.41,441.62,246.17,27.09,252.03
143.5,176.13,22.79,310.88,42.98,175.0,104.39,441.34,246.51,26.63,251.57
144.0,176.12,23.11,311.19,43.31,175.19,104.37,441.07,246.84,26.17,251.1
144.5,176.11,23.42,311.51,43.63,175.38,104.36,440.79,247.18,25.71,250.64
145.0,176.1,23.74,311.83,43.96,175.58,104.34,440.51,247.51,25.25,250.18
145.5,176.09,24.06,312.15,44.29,175.77,104.32,440.23,247.85,24.8,249.72
146.0,176.09,24.37,312.47,44.61,175.97,104.31,439.96,248.18,24.34,249.25
146.5,176.08,24.69,312.79,44.94,176.16,104.29,439.68,248.52,23.88,248.79
147.0,176.07,25.01,313.11,45.27,176.35,104.27,439.4,248.85,23.42,248.33
147.5,176.06,25.32,313.43,45.6,176.55,104.25,439.13,249.19,22.96,247.87
148.0,176.05,25.64,313.75,45.92,176.74,104.24,438.85,249.52,22.51,247.41
148.5,176.04,25.96,314.07,46.25,176.94,104.22,438.57,249.86,22.05,246.94
149.0,176.03,26.28,314.39,46.58,177.13,104.2,438.3,250.19,21.59,246.48
149.5,176.03,26.59,314.71,46.9,177.32,104.19,438.02,250.53,21.13,246.02
150.0,176.02,26.91,315.03,47.23,177.52,104.17,437.74,250.86,20.67,245.56
150.5,176.01,27.23,315.35,47.56,177.71,104.15,437.46,251.2,20.22,245.09
151.0,176.0,27.54,315.66,47.88,177.91,104.13,437.19,251.53,19.76,244.63
151.5,175.99,27.86,315.98,48.21,178.1,104.12,436.91,251.87,20.22,244.17
152.0,175.98,28.18,316.3,48.54,178.29,104.1,436.63,252.2,20.67,243.71
152.5,175.98,28.49,316.62,48.87,178.49,104.08,436.36,252.54,21.13,243.24
153.0,175.97,28.81,316.94,49.19,178.68,104.07,436.08,252.87,21.59,242.78
153.5,175.96,29.13,317.26,49.52,178.87,104.05,435.8,253.21,22.05,242.32
154.0,175.95,29.44,317.58,49.85,179.07,104.03,435.53,253.54,22.51,241.86
154.5,175.94,29.76,317.9,50.17,179.26,104.02,435.25,253.88,22.96,241.4
155.0,175.93,30.08,318.22,50.5,179.46,104.0,434.97,254.21,23.42,240.93
155.5,175.92,30.4,318.54,50.83,179.65,103.98,434.69,254.55,23.88,240.47
156.0,175.92,30.71,318.86,51.15,179.84,103.96,434.42,254.88,24.34,240.01
156.5,175.91,31.03,319.18,51.48,180.04,103.95,434.14,255.22,24.8,239.55
157.0,175.9,31.35,319.5,51.81,180.23,103.93,433.86,255.55,25.25,239.08
157.5,175.89,31.66,319.82,52.14,180.43,103.91,433.59,255.89,25.71,238.62
158.0,175.88,31.98,320.13,52.46,180.62,103.9,433.31,256.22,26.17,238.16
158.5,175.87,32.3,320.45,52.79,180.81,103.88,433.03,256.56,26.63,237.7
