time,ball1_x,ball1_y,ball2_x,ball2_y,ball3_x,ball3_y,ball4_x,ball4_y,ball5_x,ball5_y
4195.0,26.24,258.83,126.41,128.21,81.77,133.13,183.59,66.77,119.2,194.81
4195.5,25.96,259.17,126.22,128.23,82.23,132.67,183.91,66.45,119.19,194.5
4196.0,25.69,259.5,126.03,128.25,82.69,132.21,184.23,66.12,119.18,194.18
4196.5,25.41,259.84,125.83,128.26,83.14,131.75,184.54,65.79,119.18,193.86
4197.0,25.13,260.17,125.64,128.28,83.6,131.28,184.86,65.46,119.17,193.55
4197.5,24.85,260.51,125.45,128.3,84.06,130.82,185.18,65.14,119.16,193.23
4198.0,24.58,260.84,125.25,128.32,84.52,130.36,185.5,64.81,119.15,192.91
4198.5,24.3,261.18,125.06,128.33,84.98,129.9,185.82,64.48,119.14,192.59
4199.0,24.02,261.51,124.86,128.35,85.43,129.44,186.14,64.16,119.13,192.28
4199.5,23.75,261.85,124.67,128.37,85.89,128.97,186.46,63.83,119.12,191.96
4200.0,23.47,262.18,124.48,128.38,86.35,128.51,186.78,63.5,119.12,191.64
4200.5,23.19,262.52,124.28,128.4,86.81,128.05,187.1,63.18,119.11,191.33
4201.0,22.92,262.85,124.09,128.42,87.27,127.59,187.42,62.85,119.1,191.01
4201.5,22.64,263.19,123.89,128.43,87.72,127.12,187.74,62.52,119.09,190.69
4202.0,22.36,263.52,123.7,128.45,88.18,126.66,188.06,62.19,119.08,190.38
4202.5,22.08,263.86,123.51,128.47,88.64,126.2,188.38,61.87,119.07,190.06
4203.0,21.81,264.19,123.31,128.49,89.1,125.74,188.7,61.54,119.07,189.74
4203.5,21.53,264.53,123.12,128.5,89.56,125.27,189.02,61.21,119.06,189.43
4204.0,21.25,264.86,122.92,128.52,90.01,124.81,189.33,60.89,119.05,189.11
4204.5,20.98,265.2,122.73,128.54,90.47,124.35,189.65,60.56,119.04,188.79
4205.0,20.7,265.53,122.54,128.55,90.93,123.89,189.97,60.23,119.03,188.48
4205.5,20.42,265.87,122.34,128.57,91.39,123.43,190.29,59.91,119.02,188.16
4206.0,20.15,266.2,122.15,128.59,91.84,122.96,190.61,59.58,119.01,187.84
4206.5,19.87,266.54,121.96,128.61,92.3,122.5,190.93,59.25,119.01,187.52
4207.0,20.15,266.87,121.76,128.62,92.76,122.04,191.25,58.92,119.0,187.21
4207.5,20.42,267.21,121.57,128.64,93.22,121.58,191.57,58.6,118.99,186.89
4208.0,20.7,267.54,121.37,128.66,93.68,121.11,191.89,58.27,118.98,186.57
4208.5,20.98,267.88,121.18,128.67,94.13,120.65,192.21,57.94,118.97,186.26
4209.0,21.25,268.21,120.99,128.69,94.59,120.19,192.53,57.62,118.96,185.94
4209.5,21.53,268.55,120.79,128.71,95.05,119.73,192.85,57.29,118.95,185.62
4210.0,21.81,268.88,120.6,128.73,95.51,119.26,193.17,56.96,118.95,185.31
4210.5,22.08,269.22,120.4,128.74,95.97,118.8,193.49,56.64,118.94,184.99
4211.0,22.36,269.55,120.21,128.76,96.42,118.34,193.8,56.31,118.93,184.67
4211.5,22.64,269.89,120.02,128.78,96.88,117.88,194.12,55.98,118.92,184.36
4212.0,22.92,270.22,119.82,128.79,97.34,117.42,194.44,55.65,118.91,184.04
4212.5,23.19,270.56,119.63,128.81,97.8,116.95,194.76,55.33,118.9,183.72
4213.0,23.47,270.89,119.43,128.83,98.26,116.49,195.08,55.0,118.9,183.4
4213.5,23.75,271.23,119.24,128.85,98.71,116.03,195.4,54.67,118.89,183.09
4214.0,24.02,271.56,119.05,128.86,99.17,115.57,195.72,54.35,118.88,182.77
4214.5,24.3,271.9,118.85,128.88,99.63,115.1,196.04,54.02,118.87,182.45
4215.0,24.58,272.23,118.66,128.9,100.09,114.64,196.36,53.69,118.86,182.14
4215.5,24.85,272.57,118.46,128.91,100.55,114.18,196.68,53.37,118.85,181.82
4216.0,25.13,272.9,118.27,128.93,101.0,113.72,197.0,53.04,118.84,181.5
4216.5,25.41,273.24,118.08,128.95,101.46,113.26,197.32,52.71,118.84,181.19
4217.0,25.69,273.57,117.88,128.96,101.92,112.79,197.64,52.38,118.83,180.87
4217.5,25.96,273.91,117.69,128.98,102.38,112.33,197.96,52.06,118.82,180.55
4218.0,26.24,274.24,117.5,129.0,102.83,111.87,198.27,51.73,118.81,180.24
4218.5,26.52,274.58,117.3,129.02,103.29,111.41,198.59,51.4,118.8,179.92
4219.0,26.79,274.91,117.11,129.03,103.75,110.94,198.91,51.08,118.79,179.6
4219.5,27.07,275.25,116.91,129.05,104.21,110.48,199.23,50.75,118.78,179.29
4220.0,27.35,275.58,116.72,129.07,104.67,110.02,199.55,50.42,118.78,178.97
4220.5,27.62,275.92,116.53,129.08,105.12,109.56,199.87,50.1,118.77,178.65
4221.0,27.9,276.25,116.33,129.1,105.58,109.09,200.19,49.77,118.76,178.33
4221.5,28.18,276.59,116.14,129.12,106.04,108.63,200.51,49.44,118.75,178.02
4222.0,28.46,276.92,115.94,129.14,106.5,108.17,200.83,49.11,118.74,177.7
4222.5,28.73,277.26,115.75,129.15,106.96,107.71,201.15,48.79,118.73,177.38
4223.0,29.01,277.59,115.56,129.17,107.41,107.25,201.47,48.46,118.73,177.07
4223.5,29.29,277.93,115.36,129.19,107.87,106.78,201.79,48.13,118.72,176.75
4224.0,29.56,278.26,115.17,129.2,108.33,106.32,202.11,47.81,118.71,176.43
4224.5,29.84,278.6,114.97,129.22,108.79,105.86,202.43,47.48,118.7,176.12
4225.0,30.12,278.93,114.78,129.24,109.25,105.4,202.74,47.15,118.69,175.8
4225.5,30.39,279.27,114.59,129.26,109.7,104.93,203.06,46.83,118.68,175.48
4226.0,30.67,279.6,114.39,129.27,110.16,104.47,203.38,46.5,118.67,175.17
4226.5,30.95,279.94,114.2,129.29,110.62,104.01,203.7,46.17,118.67,174.85
4227.0,31.23,280.27,114.01,129.31,111.08,103.55,204.02,45.84,118.66,174.53
4227.5,31.5,280.61,113.81,129.32,111.53,103.08,204.34,45.52,118.65,174.21
4228.0,31.78,280.94,113.62,129.34,111.99,102.62,204.66,45.19,118.64,173.9
4228.5,32.06,281.28,113.42,129.36,112.45,102.16,204.98,44.86,118.63,173.58
4229.0,32.33,281.61,113.23,129.38,112.91,101.7,205.3,44.54,118.62,173.26
4229.5,32.61,281.95,113.04,129.39,113.37,101.24,205.62,44.21,118.61,172.95
4230.0,32.89,282.28,112.84,129.41,113.82,100.77,205.94,43.88,118.61,172.63
4230.5,33.16,282.62,112.65,129.43,114.28,100.31,206.26,43.56,118.6,172.31
4231.0,33.44,282.95,112.45,129.44,114.74,99.85,206.58,43.23,118.59,172.0
4231.5,33.72,283.29,112.26,129.46,115.2,99.39,206.9,42.9,118.58,171.68
4232.0,34.0,283.62,112.07,129.48,115.66,98.92,207.22,42.57,118.57,171.36
4232.5,34.27,283.96,111.87,129.49,116.11,98.46,207.53,42.25,118.56,171.05
4233.0,34.55,284.29,111.68,129.51,116.57,98.0,207.85,41.92,118.56,170.73
4233.5,34.83,284.63,111.48,129.53,117.03,97.54,208.17,41.59,118.55,170.41
4234.0,35.1,284.96,111.29,129.55,117.49,97.07,208.49,41.27,118.54,170.1
4234.5,35.38,285.3,111.1,129.56,117.95,96.61,208.81,40.94,118.53,169.78
4235.0,35.66,285.63,110.9,129.58,118.4,96.15,209.13,40.61,118.52,169.46
4235.5,35.93,285.97,110.71,129.6,118.86,95.69,209.45,40.29,118.51,169.14
4236.0,36.21,286.3,110.51,129.61,119.32,95.23,209.77,39.96,118.5,168.83
4236.5,36.49,286.64,110.32,129.63,119.78,94.76,210.09,39.63,118.5,168.51
4237.0,36.77,286.97,110.13,129.65,120.23,94.3,210.41,39.3,118.49,168.19
4237.5,37.04,287.31,109.93,129.67,120.69,93.84,210.73,38.98,118.48,167.88
4238.0,37.32,287.64,109.74,129.68,121.15,93.38,211.05,38.65,118.47,167.56
4238.5,37.6,287.98,109.55,129.7,121.61,92.91,211.37,38.32,118.46,167.24
4239.0,37.87,288.31,109.35,129.72,122.07,92.45,211.69,38.0,118.45,166.93
4239.5,38.15,288.65,109.16,129.73,122.52,91.99,212.0,37.67,118.44,166.61
4240.0,38.43,288.98,108.96,129.75,122.98,91.53,212.32,37.34,118.44,166.29
4240.5,38.7,289.32,108.77,129.77,123.44,91.06,212.64,37.02,118.43,165.98
4241.0,38.98,289.65,108.58,129.79,123.9,90.6,212.96,36.69,118.42,165.66
4241.5,39.26,289.99,108.38,129.8,124.36,90.14,213.28,36.36,118.41,165.34
4242.0,39.54,290.32,108.19,129.82,124.81,89.68,213.6,36.03,118.4,165.02
4242.5,39.81,290.66,107.99,129.84,125.27,89.22,213.92,35.71,118.39,164.71
4243.0,40.09,290.99,107.8,129.85,125.73,88.75,214.24,35.38,118.39,164.39
4243.5,40.37,291.33,107.61,129.87,126.19,88.29,214.56,35.05,118.38,164.07
4244.0,40.64,291.66,107.41,129.89,126.65,87.83,214.88,34.73,118.37,163.76
4244.5,40.92,292.0,107.22,129.91,127.1,87.37,215.2,34.4,118.36,163.44
4245.0,41.2,292.33,107.02,129.92,127.56,86.9,215.52,34.07,118.35,163.12
4245.5,41.47,292.67,106.83,129.94,128.02,86.44,215.84,33.75,118.34,162.81
4246.0,41.75,293.0,106.64,129.96,128.48,85.98,216.16,33.42,118.33,162.49
4246.5,42.03,293.34,106.44,129.97,128.93,85.52,216.47,33.09,118.33,162.17
4247.0,42.31,293.67,106.25,129.99,129.39,85.05,216.79,32.76,118.32,161.86
4247.5,42.58,294.01,106.06,130.01,129.85,84.59,217.11,32.44,118.31,161.54
4248.0,42.86,294.34,105.86,130.03,130.31,84.13,217.43,32.11,118.3,161.22
4248.5,43.14,294.68,105.67,130.04,130.77,83.67,217.75,31.78,118.29,160.9
4249.0,43.41,295.01,105.47,130.06,131.22,83.21,218.07,31.46,118.28,160.59
4249.5,43.69,295.35,105.28,130.08,131.68,82.74,218.39,31.13,118.27,160.27
4250.0,43.97,295.68,105.09,130.09,132.14,82.28,218.71,30.8,118.27,159.95
4250.5,44.24,296.02,104.89,130.11,132.6,81.82,219.03,30.48,118.26,159.64
4251.0,44.52,296.35,104.7,130.13,133.06,81.36,219.35,30.15,118.25,159.32
4251.5,44.8,296.69,104.5,130.14,133.51,80.89,219.67,29.82,118.24,159.0
4252.0,45.08,297.02,104.31,130.16,133.97,80.43,219.99,29.49,118.23,158.69
4252.5,45.35,297.36,104.12,130.18,134.43,79.97,220.31,29.17,118.22,158.37
4253.0,45.63,297.69,103.92,130.2,134.89,79.51,220.63,28.84,118.22,158.05
4253.5,45.91,298.03,103.73,130.21,135.35,79.04,220.95,28.51,118.21,157.74
4254.0,46.18,298.36,103.53,130.23,135.8,78.58,221.26,28.19,118.2,157.42
4254.5,46.46,298.7,103.34,130.25,136.26,78.12,221.58,27.86,118.19,157.1
4255.0,46.74,299.03,103.15,130.26,136.72,77.66,221.9,27.53,118.18,156.79
4255.5,47.01,299.37,102.95,130.28,137.18,77.2,222.22,27.21,118.17,156.47
4256.0,47.29,299.7,102.76,130.3,137.63,76.73,222.54,26.88,118.16,156.15
4256.5,47.57,300.04,102.57,130.32,138.09,76.27,222.86,26.55,118.16,155.83
4257.0,47.85,300.37,102.37,130.33,138.55,75.81,223.18,26.22,118.15,155.52
4257.5,48.12,300.71,102.18,130.35,139.01,75.35,223.5,25.9,118.14,155.2
4258.0,48.4,301.04,101.98,130.37,139.47,74.88,223.82,25.57,118.13,154.88
4258.5,48.68,301.38,101.79,130.38,139.92,74.42,224.14,25.24,118.12,154.57
4259.0,48.95,301.71,101.6,130.4,140.38,73.96,224.46,24.92,118.11,154.25
4259.5,49.23,302.05,101.4,130.42,140.84,73.5,224.78,24.59,118.1,153.93
4260.0,49.51,302.38,101.21,130.44,141.3,73.03,225.1,24.26,118.1,153.62
4260.5,49.78,302.72,101.01,130.45,141.76,72.57,225.42,23.94,118.09,153.3
4261.0,50.06,303.05,100.82,130.47,142.21,72.11,225.73,23.61,118.08,152.98
4261.5,50.34,303.39,100.63,130.49,142.67,71.65,226.05,23.28,118.07,152.67
4262.0,50.62,303.72,100.43,130.5,143.13,71.19,226.37,22.95,118.06,152.35
4262.5,50.89,304.06,100.24,130.52,143.59,70.72,226.69,22.63,118.05,152.03
4263.0,51.17,304.39,100.04,130.54,144.05,70.26,227.01,22.3,118.05,151.71
4263.5,51.45,304.73,99.85,130.56,144.5,69.8,227.33,21.97,118.04,151.4
4264.0,51.72,305.06,99.66,130.57,144.96,69.34,227.65,21.65,118.03,151.08
4264.5,52.0,305.4,99.46,130.59,145.42,68.87,227.97,21.32,118.02,150.76
4265.0,52.28,305.73,99.27,130.61,145.88,68.41,228.29,20.99,118.01,150.45
4265.5,52.55,306.07,99.07,130.62,146.34,67.95,228.61,20.67,118.0,150.13
4266.0,52.83,306.4,98.88,130.64,146.79,67.49,228.93,20.34,117.99,149.81
4266.5,53.11,306.74,98.69,130.66,147.25,67.03,229.25,20.01,117.99,149.5
4267.0,53.39,307.07,98.49,130.67,147.71,66.56,229.57,19.68,117.98,149.18
4267.5,53.66,307.41,98.3,130.69,148.17,66.1,229.89,20.01,117.97,148.86
4268.0,53.94,307.74,98.11,130.71,148.62,65.64,230.2,20.34,117.96,148.55
4268.5,54.22,308.08,97.91,130.73,149.08,65.18,230.52,20.67,117.95,148.23
4269.0,54.49,308.41,97.72,130.74,149.54,64.71,230.84,20.99,117.94,147.91
4269.5,54.77,308.75,97.52,130.76,150.0,64.25,231.16,21.32,117.93,147.6
4270.0,55.05,309.08,97.33,130.78,150.46,63.79,231.48,21.65,117.93,147.28
4270.5,55.32,309.42,97.14,130.79,150.91,63.33,231.8,21.97,117.92,146.96
4271.0,55.6,309.75,96.94,130.81,151.37,62.86,232.12,22.3,117.91,146.64
4271.5,55.88,310.09,96.75,130.83,151.83,62.4,232.44,22.63,117.9,146.33
4272.0,56.16,310.42,96.55,130.85,152.29,61.94,232.76,22.95,117.89,146.01
4272.5,56.43,310.76,96.36,130.86,152.75,61.48,233.08,23.28,117.88,145.69
4273.0,56.71,311.09,96.17,130.88,153.2,61.02,233.4,23.61,117.88,145.38
4273.5,56.99,311.43,95.97,130.9,153.66,60.55,233.72,23.94,117.87,145.06
4274.0,57.26,311.76,95.78,130.91,154.12,60.09,234.04,24.26,117.86,144.74
4274.5,57.54,312.1,95.58,130.93,154.58,59.63,234.36,24.59,117.85,144.43
4275.0,57.82,312.43,95.39,130.95,155.04,59.17,234.67,24.92,117.84,144.11
4275.5,58.09,312.77,95.2,130.97,155.49,58.7,234.99,25.24,117.83,143.79
4276.0,58.37,313.1,95.0,130.98,155.95,58.24,235.31,25.57,117.82,143.48
4276.5,58.65,313.44,94.81,131.0,156.41,57.78,235.63,25.9,117.82,143.16
4277.0,58.93,313.77,94.62,131.02,156.87,57.32,235.95,26.22,117.81,142.84
4277.5,59.2,314.11,94.42,131.03,157.32,56.85,236.27,26.55,117.8,142.52
4278.0,59.48,314.44,94.23,131.05,157.78,56.39,236.59,26.88,117.79,142.21
4278.5,59.76,314.78,94.03,131.07,158.24,55.93,236.91,27.21,117.78,141.89
4279.0,60.03,315.11,93.84,131.09,158.7,55.47,237.23,27.53,117.77,141.57
4279.5,60.31,315.45,93.65,131.1,159.16,55.01,237.55,27.86,117.76,141.26
4280.0,60.59,315.78,93.45,131.12,159.61,54.54,237.87,28.19,117.76,140.94
4280.5,60.86,316.12,93.26,131.14,160.07,54.08,238.19,28.51,117.75,140.62
4281.0,61.14,316.45,93.06,131.15,160.53,53.62,238.51,28.84,117.74,140.31
4281.5,61.42,316.79,92.87,131.17,160.99,53.16,238.83,29.17,117.73,139.99
4282.0,61.7,317.12,92.68,131.19,161.45,52.69,239.15,29.49,117.72,139.67
4282.5,61.97,317.46,92.48,131.2,161.9,52.23,239.46,29.82,117.71,139.36
4283.0,62.25,317.79,92.29,131.22,162.36,51.77,239.78,30.15,117.71,139.04
4283.5,62.53,318.13,92.09,131.24,162.82,51.31,240.1,30.48,117.7,138.72
4284.0,62.8,318.46,91.9,131.26,163.28,50.84,240.42,30.8,117.69,138.41
4284.5,63.08,318.8,91.71,131.27,163.74,50.38,240.74,31.13,117.68,138.09
4285.0,63.36,319.13,91.51,131.29,164.19,49.92,241.06,31.46,117.67,137.77
4285.5,63.63,319.47,91.32,131.31,164.65,49.46,241.38,31.78,117.66,137.45
4286.0,63.91,319.8,91.12,131.32,165.11,49.0,241.7,32.11,117.65,137.14
4286.5,64.19,320.14,90.93,131.34,165.57,48.53,242.02,32.44,117.65,136.82
4287.0,64.47,320.47,90.74,131.36,166.02,48.07,242.34,32.76,117.64,136.5
4287.5,64.74,320.81,90.54,131.38,166.48,47.61,242.66,33.09,117.63,136.19
4288.0,65.02,321.14,90.35,131.39,166.94,47.15,242.98,33.42,117.62,135.87
4288.5,65.3,321.48,90.16,131.41,167.4,46.68,243.3,33.75,117.61,135.55
4289.0,65.57,321.81,89.96,131.43,167.86,46.22,243.62,34.07,117.6,135.24
4289.5,65.85,322.15,89.77,131.44,168.31,45.76,243.93,34.4,117.59,134.92
4290.0,66.13,322.48,89.57,131.46,168.77,45.3,244.25,34.73,117.59,134.6
4290.5,66.4,322.82,89.38,131.48,169.23,44.83,244.57,35.05,117.58,134.29
4291.0,66.68,323.15,89.19,131.5,169.69,44.37,244.89,35.38,117.57,133.97
4291.5,66.96,323.49,88.99,131.51,170.15,43.91,245.21,35.71,117.56,133.65
4292.0,67.24,323.82,88.8,131.53,170.6,43.45,245.53,36.03,117.55,133.33
4292.5,67.51,324.16,88.6,131.55,171.06,42.99,245.85,36.36,117.54,133.02
4293.0,67.79,324.49,88.41,131.56,171.52,42.52,246.17,36.69,117.54,132.7
4293.5,68.07,324.83,88.22,131.58,171.98,42.06,246.49,37.02,117.53,132.38
4294.0,68.34,325.16,88.02,131.6,172.44,41.6,246.81,37.34,117.52,132.07
4294.5,68.62,325.5,87.83,131.62,172.89,41.14,247.13,37.67,117.51,131.75
4295.0,68.9,325.83,87.63,131.63,173.35,40.67,247.45,38.0,117.5,131.43
4295.5,69.17,326.17,87.44,131.65,173.81,40.21,247.77,38.32,117.49,131.12
4296.0,69.45,326.5,87.25,131.67,174.27,39.75,248.09,38.65,117.48,130.8
4296.5,69.73,326.84,87.05,131.68,174.72,39.29,248.4,38.98,117.48,130.48
4297.0,70.01,327.17,86.86,131.7,175.18,38.82,248.72,39.3,117.47,130.17
4297.5,70.28,327.51,86.67,131.72,175.64,38.36,249.04,39.63,117.46,129.85
4298.0,70.56,327.84,86.47,131.74,176.1,37.9,249.36,39.96,117.45,129.53
4298.5,70.84,328.18,86.28,131.75,176.56,37.44,249.68,40.29,117.44,129.21
4299.0,71.11,328.51,86.08,131.77,177.01,36.98,250.0,40.61,117.43,128.9
4299.5,71.39,328.85,85.89,131.79,177.47,36.51,250.32,40.94,117.42,128.58
4300.0,71.67,329.18,85.7,131.8,177.93,36.05,250.64,41.27,117.42,128.26
4300.5,71.94,329.52,85.5,131.82,178.39,35.59,250.96,41.59,117.41,127.95
4301.0,72.22,329.85,85.31,131.84,178.85,35.13,251.28,41.92,117.4,127.63
4301.5,72.5,330.19,85.11,131.85,179.3,34.66,251.6,42.25,117.39,127.31
4302.0,72.78,330.52,84.92,131.87,179.76,34.2,251.92,42.57,117.38,127.0
4302.5,73.05,330.86,84.73,131.89,180.22,33.74,252.24,42.9,117.37,126.68
4303.0,73.33,331.19,84.53,131.91,180.68,33.28,252.56,43.23,117.37,126.36
4303.5,73.61,331.53,84.34,131.92,181.14,32.81,252.88,43.56,117.36,126.05
4304.0,73.88,331.86,84.14,131.94,181.59,32.35,253.19,43.88,117.35,125.73
4304.5,74.16,332.2,83.95,131.96,182.05,31.89,253.51,44.21,117.34,125.41
4305.0,74.44,332.53,83.76,131.97,182.51,31.43,253.83,44.54,117.33,125.1
4305.5,74.71,332.87,83.56,131.99,182.97,30.97,254.15,44.86,117.32,124.78
4306.0,74.99,333.2,83.37,132.01,183.42,30.5,254.47,45.19,117.31,124.46
4306.5,75.27,333.54,83.18,132.03,183.88,30.04,254.79,45.52,117.31,124.14
4307.0,75.55,333.87,82.98,132.04,184.34,29.58,255.11,45.84,117.3,123.83
4307.5,75.82,334.21,82.79,132.06,184.8,29.12,255.43,46.17,117.29,123.51
4308.0,76.1,334.54,82.59,132.08,185.26,28.65,255.75,46.5,117.28,123.19
4308.5,76.38,334.88,82.4,132.09,185.71,28.19,256.07,46.83,117.27,122.88
4309.0,76.65,335.21,82.21,132.11,186.17,27.73,256.39,47.15,117.26,122.56
4309.5,76.93,335.55,82.01,132.13,186.63,27.27,256.71,47.48,117.25,122.24
4310.0,77.21,335.88,81.82,132.15,187.09,26.8,257.03,47.81,117.25,121.93
4310.5,77.48,336.22,81.62,132.16,187.55,26.34,257.35,48.13,117.24,121.61
4311.0,77.76,336.55,81.43,132.18,188.0,25.88,257.66,48.46,117.23,121.29
4311.5,78.04,336.89,81.24,132.2,188.46,25.42,257.98,48.79,117.22,120.98
4312.0,78.32,337.22,81.04,132.21,188.92,24.96,258.3,49.11,117.21,120.66
4312.5,78.59,337.56,80.85,132.23,189.38,24.49,258.62,49.44,117.2,120.34
4313.0,78.87,337.89,80.65,132.25,189.84,24.03,258.94,49.77,117.2,120.02
4313.5,79.15,338.23,80.46,132.27,190.29,23.57,259.26,50.1,117.19,119.71
4314.0,79.42,338.56,80.27,132.28,190.75,23.11,259.58,50.42,117.18,119.39
4314.5,79.7,338.9,80.07,132.3,191.21,22.64,259.9,50.75,117.17,119.07
4315.0,79.98,339.23,79.88,132.32,191.67,22.18,260.22,51.08,117.16,118.76
4315.5,80.25,339.57,79.68,132.33,192.13,21.72,260.54,51.4,117.15,118.44
4316.0,80.53,339.9,79.49,132.35,192.58,21.26,260.86,51.73,117.14,118.12
4316.5,80.81,340.24,79.3,132.37,193.04,20.8,261.18,52.06,117.14,117.81
4317.0,81.09,340.57,79.1,132.38,193.5,20.33,261.5,52.38,117.13,117.49
4317.5,81.36,340.91,78.91,132.4,193.96,19.87,261.82,52.71,117.12,117.17
4318.0,81.64,341.24,78.72,132.42,194.41,20.33,262.13,53.04,117.11,116.86
4318.5,81.92,341.58,78.52,132.44,194.87,20.8,262.45,53.37,117.1,116.54
4319.0,82.19,341.91,78.33,132.45,195.33,21.26,262.77,53.69,117.09,116.22
4319.5,82.47,342.25,78.13,132.47,195.79,21.72,263.09,54.02,117.08,115.91
4320.0,82.75,342.58,77.94,132.49,196.25,22.18,263.41,54.35,117.08,115.59
4320.5,83.02,342.92,77.75,132.5,196.7,22.64,263.73,54.67,117.07,115.27
4321.0,83.3,343.25,77.55,132.52,197.16,23.11,264.05,55.0,117.06,114.95
4321.5,83.58,343.59,77.36,132.54,197.62,23.57,264.37,55.33,117.05,114.64
4322.0,83.86,343.92,77.16,132.56,198.08,24.03,264.69,55.65,117.04,114.32
4322.5,84.13,344.26,76.97,132.57,198.54,24.49,265.01,55.98,117.03,114.0
4323.0,84.41,344.59,76.78,132.59,198.99,24.96,265.33,56.31,117.03,113.69
4323.5,84.69,344.93,76.58,132.61,199.45,25.42,265.65,56.64,117.02,113.37
4324.0,84.96,345.26,76.39,132.62,199.91,25.88,265.97,56.96,117.01,113.05
4324.5,85.24,345.6,76.19,132.64,200.37,26.34,266.29,57.29,117.0,112.74
4325.0,85.52,345.93,76.0,132.66,200.83,26.8,266.6,57.62,116.99,112.42
4325.5,85.79,346.27,75.81,132.68,201.28,27.27,266.92,57.94,116.98,112.1
4326.0,86.07,346.6,75.61,132.69,201.74,27.73,267.24,58.27,116.97,111.79
4326.5,86.35,346.94,75.42,132.71,202.2,28.19,267.56,58.6,116.97,111.47
4327.0,86.63,347.27,75.23,132.73,202.66,28.65,267.88,58.92,116.96,111.15
4327.5,86.9,347.61,75.03,132.74,203.11,29.12,268.2,59.25,116.95,110.83
4328.0,87.18,347.94,74.84,132.76,203.57,29.58,268.52,59.58,116.94,110.52
4328.5,87.46,348.28,74.64,132.78,204.03,30.04,268.84,59.91,116.93,110.2
4329.0,87.73,348.61,74.45,132.8,204.49,30.5,269.16,60.23,116.92,109.88
4329.5,88.01,348.95,74.26,132.81,204.95,30.97,269.48,60.56,116.91,109.57
4330.0,88.29,349.28,74.06,132.83,205.4,31.43,269.8,60.89,116.91,109.25
4330.5,88.56,349.62,73.87,132.85,205.86,31.89,270.12,61.21,116.9,108.93
4331.0,88.84,349.95,73.67,132.86,206.32,32.35,270.44,61.54,116.89,108.62
4331.5,89.12,350.29,73.48,132.88,206.78,32.81,270.76,61.87,116.88,108.3
4332.0,89.4,350.62,73.29,132.9,207.24,33.28,271.08,62.19,116.87,107.98
4332.5,89.67,350.96,73.09,132.91,207.69,33.74,271.39,62.52,116.86,107.67
4333.0,89.95,351.29,72.9,132.93,208.15,34.2,271.71,62.85,116.86,107.35
4333.5,90.23,351.63,72.7,132.95,208.61,34.66,272.03,63.18,116.85,107.03
4334.0,90.5,351.96,72.51,132.97,209.07,35.13,272.35,63.5,116.84,106.72
4334.5,90.78,352.3,72.32,132.98,209.53,35.59,272.67,63.83,116.83,106.4
4335.0,91.06,352.63,72.12,133.0,209.98,36.05,272.99,64.16,116.82,106.08
4335.5,91.33,352.97,71.93,133.02,210.44,36.51,273.31,64.48,116.81,105.76
4336.0,91.61,353.3,71.73,133.03,210.9,36.98,273.63,64.81,116.8,105.45
4336.5,91.89,353.64,71.54,133.05,211.36,37.44,273.95,65.14,116.8,105.13
4337.0,92.17,353.97,71.35,133.07,211.81,37.9,274.27,65.46,116.79,104.81
4337.5,92.44,354.31,71.15,133.09,212.27,38.36,274.59,65.79,116.78,104.5
4338.0,92.72,354.64,70.96,133.1,212.73,38.82,274.91,66.12,116.77,104.18
4338.5,93.0,354.98,70.77,133.12,213.19,39.29,275.23,66.45,116.76,103.86
4339.0,93.27,355.31,70.57,133.14,213.65,39.75,275.55,66.77,116.75,103.55
4339.5,93.55,355.65,70.38,133.15,214.1,40.21,275.86,67.1,116.74,103.23
4340.0,93.83,355.98,70.18,133.17,214.56,40.67,276.18,67.43,116.74,102.91
4340.5,94.1,356.32,69.99,133.19,215.02,41.14,276.5,67.75,116.73,102.6
4341.0,94.38,356.65,69.8,133.21,215.48,41.6,276.82,68.08,116.72,102.28
4341.5,94.66,356.99,69.6,133.22,215.94,42.06,277.14,68.41,116.71,101.96
4342.0,94.94,357.32,69.41,133.24,216.39,42.52,277.46,68.73,116.7,101.64
4342.5,95.21,357.66,69.21,133.26,216.85,42.99,277.78,69.06,116.69,101.33
4343.0,95.49,357.99,69.02,133.27,217.31,43.45,278.1,69.39,116.69,101.01
4343.5,95.77,358.33,68.83,133.29,217.77,43.91,278.42,69.72,116.68,100.69
4344.0,96.04,358.66,68.63,133.31,218.23,44.37,278.74,70.04,116.67,100.38
4344.5,96.32,359.0,68.44,133.33,218.68,44.83,279.06,70.37,116.66,100.06
4345.0,96.6,359.33,68.24,133.34,219.14,45.3,279.38,70.7,116.65,99.74
4345.5,96.87,359.67,68.05,133.36,219.6,45.76,279.7,71.02,116.64,99.43
4346.0,97.15,360.0,67.86,133.38,220.06,46.22,280.02,71.35,116.63,99.11
4346.5,97.43,360.34,67.66,133.39,220.51,46.68,280.33,71.68,116.63,98.79
4347.0,97.71,360.67,67.47,133.41,220.97,47.15,280.65,72.0,116.62,98.48
4347.5,97.98,361.01,67.28,133.43,221.43,47.61,280.97,72.33,116.61,98.16
4348.0,98.26,361.34,67.08,133.45,221.89,48.07,281.29,72.66,116.6,97.84
4348.5,98.54,361.68,66.89,133.46,222.35,48.53,281.61,72.99,116.59,97.52
4349.0,98.81,362.01,66.69,133.48,222.8,49.0,281.93,73.31,116.58,97.21
